op,shape,time,valid,count
reduce_sum,"(1,2)",4.0,599,"(599, 599)"
reduce_sum,"(1,4)",4.0,597,"(597, 597)"
reduce_sum,"(1,8)",4.0,596,"(596, 596)"
reduce_sum,"(1,16)",4.0,598,"(598, 598)"
reduce_sum,"(1,32)",4.0,599,"(599, 599)"
reduce_sum,"(1,64)",4.0,595,"(595, 595)"
reduce_sum,"(1,128)",4.0,597,"(597, 597)"
reduce_sum,"(1,256)",4.0,597,"(597, 597)"
reduce_sum,"(1,512)",4.0,595,"(595, 595)"
reduce_sum,"(1,1024)",4.0,600,"(600, 600)"
reduce_sum,"(1,2048)",6.0,598,"(598, 598)"
reduce_sum,"(1,4096)",4.0,598,"(598, 598)"
reduce_sum,"(1,8192)",8.0,594,"(594, 594, 594)"
reduce_sum,"(1,16384)",8.0,591,"(591, 591, 591)"
reduce_sum,"(1,32768)",8.0,592,"(592, 592, 592)"
reduce_sum,"(1,65536)",8.0,591,"(591, 591, 591)"
reduce_sum,"(1,131072)",9.3,589,"(589, 589, 589)"
reduce_sum,"(1,262144)",10.0,591,"(591, 591, 591)"
reduce_sum,"(1,524288)",10.0,588,"(588, 588, 588)"
reduce_sum,"(1,1048576)",12.0,589,"(589, 589, 589)"
reduce_sum,"(1,2097152)",28.0,589,"(589, 589, 589)"
reduce_sum,"(1,4194304)",50.0,589,"(589, 589, 589)"
reduce_sum,"(1,8388608)",88.0,592,"(592, 592, 592)"
reduce_sum,"(1,16777216)",162.0,582,"(582, 582, 582)"
reduce_sum,"(1,33554432)",312.0,583,"(583, 583, 583)"
reduce_sum,"(1,67108864)",612.3,589,"(589, 589, 589)"
reduce_sum,"(1,134217728)",1214.0,584,"(584, 584, 584)"
reduce_sum,"(1,268435456)",2418.4,589,"(589, 589, 589)"
reduce_sum,"(1,536870912)",4826.5,587,"(587, 587, 587)"
reduce_sum,"(2,2)",4.0,604,"(604, 604)"
reduce_sum,"(2,4)",4.0,597,"(597, 597)"
reduce_sum,"(2,8)",4.0,599,"(599, 599)"
reduce_sum,"(2,16)",4.0,594,"(594, 594)"
reduce_sum,"(2,32)",4.0,599,"(599, 599)"
reduce_sum,"(2,64)",4.0,597,"(597, 597)"
reduce_sum,"(2,128)",4.0,599,"(599, 599)"
reduce_sum,"(2,256)",4.0,599,"(599, 599)"
reduce_sum,"(2,512)",4.0,597,"(597, 597)"
reduce_sum,"(2,1024)",6.0,596,"(596, 596)"
reduce_sum,"(2,2048)",6.0,596,"(596, 596)"
reduce_sum,"(2,4096)",4.0,591,"(591, 591)"
reduce_sum,"(2,8192)",6.0,591,"(591, 591)"
reduce_sum,"(2,16384)",6.0,592,"(592, 592)"
reduce_sum,"(2,32768)",10.0,597,"(597, 597)"
reduce_sum,"(2,65536)",14.0,595,"(595, 595)"
reduce_sum,"(2,131072)",24.0,597,"(597, 597)"
reduce_sum,"(2,262144)",44.0,596,"(596, 596)"
reduce_sum,"(2,524288)",82.0,592,"(592, 592)"
reduce_sum,"(2,1048576)",214.6,596,"(596, 596)"
reduce_sum,"(2,2097152)",408.6,595,"(595, 595)"
reduce_sum,"(2,4194304)",770.7,590,"(590, 590)"
reduce_sum,"(2,8388608)",1535.0,592,"(592, 592)"
reduce_sum,"(2,16777216)",3063.4,593,"(593, 593)"
reduce_sum,"(2,33554432)",6117.8,592,"(592, 592)"
reduce_sum,"(2,67108864)",12223.9,591,"(591, 591)"
reduce_sum,"(2,134217728)",24435.7,595,"(595, 595)"
reduce_sum,"(2,268435456)",48853.2,594,"(594, 594)"
reduce_sum,"(4,2)",4.0,595,"(595, 595)"
reduce_sum,"(4,4)",4.0,593,"(593, 593)"
reduce_sum,"(4,8)",4.0,596,"(596, 596)"
reduce_sum,"(4,16)",4.0,594,"(594, 594)"
reduce_sum,"(4,32)",4.0,596,"(596, 596)"
reduce_sum,"(4,64)",4.0,593,"(593, 593)"
reduce_sum,"(4,128)",4.0,592,"(592, 592)"
reduce_sum,"(4,256)",4.0,597,"(597, 597)"
reduce_sum,"(4,512)",4.0,598,"(598, 598)"
reduce_sum,"(4,1024)",5.7,594,"(594, 594)"
reduce_sum,"(4,2048)",6.0,590,"(590, 590)"
reduce_sum,"(4,4096)",4.0,597,"(597, 597)"
reduce_sum,"(4,8192)",6.0,590,"(590, 590)"
reduce_sum,"(4,16384)",6.0,596,"(596, 596)"
reduce_sum,"(4,32768)",10.0,598,"(598, 598)"
reduce_sum,"(4,65536)",14.0,604,"(604, 604)"
reduce_sum,"(4,131072)",24.0,596,"(596, 596)"
reduce_sum,"(4,262144)",44.0,599,"(599, 599)"
reduce_sum,"(4,524288)",111.7,597,"(597, 597)"
reduce_sum,"(4,1048576)",216.0,595,"(595, 595)"
reduce_sum,"(4,2097152)",390.9,597,"(597, 597)"
reduce_sum,"(4,4194304)",777.3,593,"(593, 593)"
reduce_sum,"(4,8388608)",1546.7,598,"(598, 598)"
reduce_sum,"(4,16777216)",3087.7,588,"(588, 588)"
reduce_sum,"(4,33554432)",6167.3,598,"(598, 598)"
reduce_sum,"(4,67108864)",12286.0,593,"(593, 593)"
reduce_sum,"(4,134217728)",24458.0,595,"(595, 595)"
reduce_sum,"(8,2)",4.0,596,"(596, 596)"
reduce_sum,"(8,4)",4.0,592,"(592, 592)"
reduce_sum,"(8,8)",4.0,598,"(598, 598)"
reduce_sum,"(8,16)",4.0,593,"(593, 593)"
reduce_sum,"(8,32)",4.0,593,"(593, 593)"
reduce_sum,"(8,64)",4.0,592,"(592, 592)"
reduce_sum,"(8,128)",4.0,592,"(592, 592)"
reduce_sum,"(8,256)",4.0,590,"(590, 590)"
reduce_sum,"(8,512)",4.0,593,"(593, 593)"
reduce_sum,"(8,1024)",6.0,596,"(596, 596)"
reduce_sum,"(8,2048)",6.0,591,"(591, 591)"
reduce_sum,"(8,4096)",4.0,589,"(589, 589)"
reduce_sum,"(8,8192)",6.0,592,"(592, 592)"
reduce_sum,"(8,16384)",6.0,594,"(594, 594)"
reduce_sum,"(8,32768)",10.0,600,"(600, 600)"
reduce_sum,"(8,65536)",14.0,589,"(589, 589)"
reduce_sum,"(8,131072)",24.0,595,"(595, 595)"
reduce_sum,"(8,262144)",60.0,594,"(594, 594)"
reduce_sum,"(8,524288)",113.9,593,"(593, 593)"
reduce_sum,"(8,1048576)",221.1,592,"(592, 592)"
reduce_sum,"(8,2097152)",397.6,597,"(597, 597)"
reduce_sum,"(8,4194304)",789.4,600,"(600, 600)"
reduce_sum,"(8,8388608)",1570.1,596,"(596, 596)"
reduce_sum,"(8,16777216)",3133.3,594,"(594, 594)"
reduce_sum,"(8,33554432)",6255.6,595,"(595, 595)"
reduce_sum,"(8,67108864)",12492.9,594,"(594, 594)"
reduce_sum,"(16,2)",4.0,589,"(589, 589)"
reduce_sum,"(16,4)",4.0,591,"(591, 591)"
reduce_sum,"(16,8)",4.0,595,"(595, 595)"
reduce_sum,"(16,16)",4.0,590,"(590, 590)"
reduce_sum,"(16,32)",4.0,593,"(593, 593)"
reduce_sum,"(16,64)",4.0,594,"(594, 594)"
reduce_sum,"(16,128)",4.0,594,"(594, 594)"
reduce_sum,"(16,256)",4.0,597,"(597, 597)"
reduce_sum,"(16,512)",4.0,595,"(595, 595)"
reduce_sum,"(16,1024)",6.0,600,"(600, 600)"
reduce_sum,"(16,2048)",6.0,592,"(592, 592)"
reduce_sum,"(16,4096)",4.0,592,"(592, 592)"
reduce_sum,"(16,8192)",6.0,597,"(597, 597)"
reduce_sum,"(16,16384)",7.4,598,"(598, 598)"
reduce_sum,"(16,32768)",10.0,591,"(591, 591)"
reduce_sum,"(16,65536)",14.0,602,"(602, 602)"
reduce_sum,"(16,131072)",36.0,596,"(596, 596)"
reduce_sum,"(16,262144)",64.0,600,"(600, 600)"
reduce_sum,"(16,524288)",121.8,594,"(594, 594)"
reduce_sum,"(16,1048576)",232.7,589,"(589, 589)"
reduce_sum,"(16,2097152)",425.3,594,"(594, 594)"
reduce_sum,"(16,4194304)",847.1,601,"(601, 601)"
reduce_sum,"(16,8388608)",1674.8,594,"(594, 594)"
reduce_sum,"(16,16777216)",3337.1,607,"(607, 607)"
