op,shape,time,valid,count
broadcast_greater_equal,"(1,), (1,)",4.0,590,"(590, 590)"
broadcast_greater_equal,"(2,), (2,)",4.0,600,"(600, 600)"
broadcast_greater_equal,"(4,), (4,)",4.0,604,"(604, 604)"
broadcast_greater_equal,"(8,), (8,)",4.0,595,"(595, 595)"
broadcast_greater_equal,"(16,), (16,)",4.0,597,"(597, 597)"
broadcast_greater_equal,"(32,), (32,)",4.0,590,"(590, 590)"
broadcast_greater_equal,"(64,), (64,)",4.0,598,"(598, 598)"
broadcast_greater_equal,"(128,), (128,)",4.0,595,"(595, 595)"
broadcast_greater_equal,"(256,), (256,)",4.0,602,"(602, 602)"
broadcast_greater_equal,"(512,), (512,)",4.0,592,"(592, 592)"
broadcast_greater_equal,"(1024,), (1024,)",4.0,602,"(602, 602)"
broadcast_greater_equal,"(2048,), (2048,)",4.0,601,"(601, 601)"
broadcast_greater_equal,"(4096,), (4096,)",4.0,601,"(601, 601)"
broadcast_greater_equal,"(8192,), (8192,)",4.0,606,"(606, 606)"
broadcast_greater_equal,"(16384,), (16384,)",4.0,596,"(596, 596)"
broadcast_greater_equal,"(32768,), (32768,)",4.0,605,"(605, 605)"
broadcast_greater_equal,"(65536,), (65536,)",4.0,591,"(591, 591)"
broadcast_greater_equal,"(131072,), (131072,)",6.0,598,"(598, 598)"
broadcast_greater_equal,"(262144,), (262144,)",6.0,592,"(592, 592)"
broadcast_greater_equal,"(524288,), (524288,)",8.0,593,"(593, 593)"
broadcast_greater_equal,"(1048576,), (1048576,)",28.0,596,"(596, 596)"
broadcast_greater_equal,"(2097152,), (2097152,)",50.0,600,"(600, 600)"
broadcast_greater_equal,"(4194304,), (4194304,)",92.0,593,"(593, 593)"
broadcast_greater_equal,"(8388608,), (8388608,)",178.6,589,"(589, 589)"
broadcast_greater_equal,"(16777216,), (16777216,)",352.0,597,"(597, 597)"
broadcast_greater_equal,"(33554432,), (33554432,)",698.0,599,"(599, 599)"
broadcast_greater_equal,"(67108864,), (67108864,)",1391.6,600,"(600, 600)"
broadcast_greater_equal,"(134217728,), (134217728,)",2781.4,602,"(602, 602)"
broadcast_greater_equal,"(268435456,), (268435456,)",5554.0,596,"(596, 596)"
broadcast_greater_equal,"(536870912,), (536870912,)",11105.3,591,"(591, 591)"
broadcast_greater_equal,"(2,1), (1,1)",4.0,596,"(596, 596)"
broadcast_greater_equal,"(4,1), (1,1)",4.0,587,"(587, 587)"
broadcast_greater_equal,"(8,1), (1,1)",4.0,596,"(596, 596)"
broadcast_greater_equal,"(16,1), (1,1)",4.0,588,"(588, 588)"
broadcast_greater_equal,"(32,1), (1,1)",4.0,598,"(598, 598)"
broadcast_greater_equal,"(64,1), (1,1)",4.0,598,"(598, 598)"
broadcast_greater_equal,"(128,1), (1,1)",4.0,586,"(586, 586)"
broadcast_greater_equal,"(256,1), (1,1)",4.0,596,"(596, 596)"
broadcast_greater_equal,"(512,1), (1,1)",4.0,584,"(584, 584)"
broadcast_greater_equal,"(1024,1), (1,1)",4.0,592,"(592, 592)"
broadcast_greater_equal,"(2048,1), (1,1)",4.0,601,"(601, 601)"
